timestamp_utc,task_id,task_family,description,readonly,sandbox_write,http_model_path,hermes_exit_code,elapsed_ms,stdout_length,stderr_length,session_id,terminal_tool_used,json_parse_success,validation_success,output_contract_success,readonly_preserved,changed_files_count,changed_files,keyword_hit_count,keyword_hits,error_message,output_preview
2026-03-17T14:47:10.276100+00:00,terminal_pwd_git_status,terminal,Use terminal tools to report cwd and clean git status in fixed format.,True,False,http://127.0.0.1:18343/v1,0,14494.261,563,0,20260317_104656_9f9cba,True,False,True,False,True,0,[],2,"[""PWD:"", ""GIT:""]",,"⠋ (✿◠‿◠) 💻 pwd && echo ""---"" && git st... (0.0s)\n⠙ (✿◠‿◠) 💻 pwd && echo ""---"" && git st... (0.1s)\n⠹ (✿◠‿◠) 💻 pwd && echo ""---"" && git st... (0.2s)\n⠸ (✿◠‿◠) 💻 pwd && echo ""---"" && git st... (0.4s)\n⠼ (✿◠‿◠) 💻 pwd && echo ""---"" && git st... (0.5s)\n⠴ (✿◠‿◠) 💻 pwd && echo ""---"" && git st... (0.6s)\nPWD: /home/hhtele/hermes-bench-stage-run/hermes-bench-stage/repo\nGIT: not a git repository"
2026-03-17T14:47:23.831646+00:00,terminal_protocol_version_json,terminal,Use rg to locate the protocol version source and return fixed JSON.,True,False,http://127.0.0.1:18343/v1,0,12679.897,2215,0,20260317_104711_6d8275,False,False,True,False,True,0,[],2,"[""packages/protocol/src/messages.ts"", ""v1""]",,⠋ (★ω★) 🔎 protocol.*version|runtime.*... (0.0s)\n⠙ (★ω★) 🔎 protocol.*version|runtime.*... (0.1s)\n⠹ (★ω★) 🔎 protocol.*version|runtime.*... (0.2s)\n⠸ (★ω★) 🔎 protocol.*version|runtime.*... (0.4s)\n⠼ (★ω★) 🔎 protocol.*version|runtime.*... (0.5s)\n⠴ (★ω★) 🔎 protocol.*version|runtime.*... (0.6s)\n⠦ (★ω★) 🔎 protocol.*version|runtime.*... (0.7s)\n⠧ (★ω★) 🔎 protocol.*version|runtime.*... (0.8s)\n⠇ (★ω★) 🔎 protocol.*version|runtime.*... (1.0s)\n⠏ (★ω★) 🔎 protocol.*version|runtime.*... (1.1s)\n⠋ (★ω★) 🔎 protocol.*
2026-03-17T14:47:40.351778+00:00,terminal_log_summary_json,terminal,Summarize recurring errors from a prepared log fixture using shell tools only.,True,False,http://127.0.0.1:18343/v1,0,16507.922,1710,0,20260317_104725_f106cd,True,False,True,False,True,0,[],2,"[""Database timeout"", ""7""]",,⠋ (≧◡≦) 🔎 .*\.log (0.0s)\n⠙ (≧◡≦) 🔎 .*\.log (0.1s)\n⠹ (≧◡≦) 🔎 .*\.log (0.2s)\n⠸ (≧◡≦) 🔎 .*\.log (0.4s)\n⠼ (≧◡≦) 🔎 .*\.log (0.5s)\n⠴ (≧◡≦) 🔎 .*\.log (0.6s)\n⠦ (≧◡≦) 🔎 .*\.log (0.7s)\n⠧ (≧◡≦) 🔎 .*\.log (0.8s)\n⠇ (≧◡≦) 🔎 .*\.log (1.0s)\n⠏ (≧◡≦) 🔎 .*\.log (1.1s)\n⠋ (≧◡≦) 🔎 .*\.log (1.2s)\n⠙ (≧◡≦) 🔎 .*\.log (1.3s)\n⠹ (≧◡≦) 🔎 .*\.log (1.4s)\n⠸ (≧◡≦) 🔎 .*\.log (1.6s)\n⠼ (≧◡≦) 🔎 .*\.log (1.7s)\n⠴ (≧◡≦) 🔎 .*\.log (1.8s)\n⠦ (≧◡≦) 🔎 .*\.log (1.9s)\n⠧ (≧◡≦) 🔎 .*\.log (2.0s)\n⠇ (≧◡≦) 🔎 .*\.log (2.2s)\n⠏ (≧◡≦) 🔎 .*\.log (2.3s)\n
2026-03-17T14:47:52.379566+00:00,terminal_top_level_dirs_json,terminal,Report whether key top-level project directories exist.,True,False,http://127.0.0.1:18343/v1,0,10964.891,963,0,20260317_104742_c9f602,True,False,True,False,True,0,[],5,"[""CodexGame"", ""apps"", ""packages"", ""scripts"", ""data""]",,⠋ (✿◠‿◠) 💻 cat package.json | head -20 (0.0s)\n⠙ (✿◠‿◠) 💻 cat package.json | head -20 (0.1s)\n⠹ (✿◠‿◠) 💻 cat package.json | head -20 (0.2s)\n⠸ (✿◠‿◠) 💻 cat package.json | head -20 (0.4s)\n⠼ (✿◠‿◠) 💻 cat package.json | head -20 (0.5s)\n⠴ (✿◠‿◠) 💻 cat package.json | head -20 (0.6s)\n⠋ (★ω★) 💻 ls -la apps/ packages/ scri... (0.0s)\n⠙ (★ω★) 💻 ls -la apps/ packages/ scri... (0.1s)\n⠹ (★ω★) 💻 ls -la apps/ packages/ scri... (0.2s)\n⠸ (★ω★) 💻 ls -la apps/ packages/ scri... (0.4s)\n⠼ (★ω★) 💻 ls -la apps/ packages/
2026-03-17T14:49:13.705400+00:00,agentic_python_reconcile_pkg,sandbox,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,False,True,http://127.0.0.1:18343/v1,0,81243.003,12554,0,20260317_104753_a01dd6,True,False,True,False,True,6,"[""reconcile/__pycache__/matcher.cpython-311.pyc"", ""reconcile/__pycache__/models.cpython-311.pyc"", ""reconcile/__pycache__/report.cpython-311.pyc"", ""reconcile/matcher.py"", ""reconcile/report.py"", ""tests/__pycache__/test_reconcile.cpython-311.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,"⠋ ヾ(＾∇＾) 💻 ls -la (0.0s)\n⠙ ヾ(＾∇＾) 💻 ls -la (0.1s)\n⠹ ヾ(＾∇＾) 💻 ls -la (0.2s)\n⠸ ヾ(＾∇＾) 💻 ls -la (0.4s)\n⠼ ヾ(＾∇＾) 💻 ls -la (0.5s)\n⠴ ヾ(＾∇＾) 💻 ls -la (0.6s)\n⠋ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.0s)\n⠙ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.1s)\n⠹ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.2s)\n⠸ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.4s)\n⠼ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.5s)\n⠴ (≧◡≦) 💻 find . -type f -name ""*.py""... (0.6s)\n⠋ ( ˘▽˘)っ 📖 ./tests/test_reconcile.py (0.0s)\n⠙ ( ˘▽˘)っ 📖 ./tes"
2026-03-17T14:50:21.321192+00:00,agentic_python_restore_bootstrap,sandbox,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,False,True,http://127.0.0.1:18343/v1,0,67541.379,12115,0,20260317_104914_211be1,True,False,True,False,True,13,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/lastfailed"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""runtime/__pycache__/restore.cpython-311.pyc"", ""runtime/__pycache__/session.cpython-311.pyc"", ""runtime/__pycache__/threads.cpython-311.pyc"", ""runtime/__pycache__/types.cpython-311.pyc"", ""runtime/restore.py"", ""tests/__pycache__/test_restore.cpython-311-pytest-7.4.0.pyc"", ""tests/__pycache__/test_restore.cpython-311.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,⠋ (◕‿◕✿) 📖 ./tests/test_restore.py (0.0s)\n⠙ (◕‿◕✿) 📖 ./tests/test_restore.py (0.1s)\n⠹ (◕‿◕✿) 📖 ./tests/test_restore.py (0.2s)\n⠸ (◕‿◕✿) 📖 ./tests/test_restore.py (0.4s)\n⠼ (◕‿◕✿) 📖 ./tests/test_restore.py (0.5s)\n⠴ (◕‿◕✿) 📖 ./tests/test_restore.py (0.6s)\n⠦ (◕‿◕✿) 📖 ./tests/test_restore.py (0.7s)\n⠧ (◕‿◕✿) 📖 ./tests/test_restore.py (0.8s)\n⠇ (◕‿◕✿) 📖 ./tests/test_restore.py (1.0s)\n⠏ (◕‿◕✿) 📖 ./tests/test_restore.py (1.1s)\n⠋ (◕‿◕✿) 📖 ./tests/test_restore.py (1.2s)\n⠙ (◕‿◕✿) 📖 ./tests/test_restore.py (1.
2026-03-17T14:50:57.909450+00:00,agentic_python_metrics_contract,sandbox,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,False,True,http://127.0.0.1:18343/v1,0,36515.146,5690,0,20260317_105022_3ac9c0,True,False,True,False,True,12,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/lastfailed"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""client/__pycache__/state.cpython-311.pyc"", ""protocol/__pycache__/messages.cpython-311.pyc"", ""runtime/__pycache__/metrics.cpython-311.pyc"", ""runtime/__pycache__/server.cpython-311.pyc"", ""runtime/server.py"", ""tests/__pycache__/test_metrics_contract.cpython-311-pytest-7.4.0.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,"⠋ ヾ(＾∇＾) 💻 ls -la (0.0s)\n⠙ ヾ(＾∇＾) 💻 ls -la (0.1s)\n⠹ ヾ(＾∇＾) 💻 ls -la (0.2s)\n⠸ ヾ(＾∇＾) 💻 ls -la (0.4s)\n⠼ ヾ(＾∇＾) 💻 ls -la (0.5s)\n⠴ ヾ(＾∇＾) 💻 ls -la (0.6s)\n⠋ (✿◠‿◠) 💻 find . -type f -name ""*.sh""... (0.0s)\n⠙ (✿◠‿◠) 💻 find . -type f -name ""*.sh""... (0.1s)\n⠹ (✿◠‿◠) 💻 find . -type f -name ""*.sh""... (0.2s)\n⠸ (✿◠‿◠) 💻 find . -type f -name ""*.sh""... (0.4s)\n⠼ (✿◠‿◠) 💻 find . -type f -name ""*.sh""... (0.5s)\n⠴ (✿◠‿◠) 💻 find . -type f -name ""*.sh""... (0.6s)\n⠋ ٩(◕‿◕｡)۶ 💻 cat ./tests/test_metrics_co... (0.0s)\n⠙ ٩(◕"
2026-03-17T14:51:33.554185+00:00,agentic_bash_log_triage,sandbox,Produce a working Bash triage script that groups noisy logs into stable error signatures.,False,True,http://127.0.0.1:18343/v1,0,35580.099,5874,0,20260317_105059_622958,True,False,True,False,True,7,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""scripts/triage.sh"", ""tests/__pycache__/test_triage.cpython-311-pytest-7.4.0.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,"⠋ ( ˘▽˘)っ 💻 ls -la (0.0s)\n⠙ ( ˘▽˘)っ 💻 ls -la (0.1s)\n⠹ ( ˘▽˘)っ 💻 ls -la (0.2s)\n⠸ ( ˘▽˘)っ 💻 ls -la (0.4s)\n⠼ ( ˘▽˘)っ 💻 ls -la (0.5s)\n⠴ ( ˘▽˘)っ 💻 ls -la (0.6s)\n⠋ (◕ᴗ◕✿) 💻 find . -type f -name ""*.sh""... (0.0s)\n⠙ (◕ᴗ◕✿) 💻 find . -type f -name ""*.sh""... (0.1s)\n⠹ (◕ᴗ◕✿) 💻 find . -type f -name ""*.sh""... (0.2s)\n⠸ (◕ᴗ◕✿) 💻 find . -type f -name ""*.sh""... (0.4s)\n⠼ (◕ᴗ◕✿) 💻 find . -type f -name ""*.sh""... (0.5s)\n⠴ (◕ᴗ◕✿) 💻 find . -type f -name ""*.sh""... (0.6s)\n⠋ (✿◠‿◠) 📖 ./scripts/triage.sh (0.0s)\n⠙ (✿◠‿◠) 📖 ."
2026-03-17T14:52:08.147662+00:00,sandbox_python_jsonl_replay_analyzer,sandbox,Implement a replay JSONL analyzer with malformed-line tolerance.,False,True,http://127.0.0.1:18343/v1,0,34515.244,5343,0,20260317_105134_e61fb6,True,False,True,False,True,10,"["".pytest_cache/.gitignore"", "".pytest_cache/CACHEDIR.TAG"", "".pytest_cache/README.md"", "".pytest_cache/v/cache/lastfailed"", "".pytest_cache/v/cache/nodeids"", "".pytest_cache/v/cache/stepwise"", ""__pycache__/analyzer.cpython-311.pyc"", ""analyzer.py"", ""tests/__pycache__/test_analyzer.cpython-311-pytest-7.4.0.pyc"", ""tests/__pycache__/test_analyzer.cpython-311.pyc""]",3,"[""summary"", ""files_changed"", ""validation""]",,⠋ ( ˘▽˘)っ 💻 ls -la (0.0s)\n⠙ ( ˘▽˘)っ 💻 ls -la (0.1s)\n⠹ ( ˘▽˘)っ 💻 ls -la (0.2s)\n⠸ ( ˘▽˘)っ 💻 ls -la (0.4s)\n⠼ ( ˘▽˘)っ 💻 ls -la (0.5s)\n⠴ ( ˘▽˘)っ 💻 ls -la (0.6s)\n⠋ (≧◡≦) 📖 analyzer.py (0.0s)\n⠙ (≧◡≦) 📖 analyzer.py (0.1s)\n⠹ (≧◡≦) 📖 analyzer.py (0.2s)\n⠸ (≧◡≦) 📖 analyzer.py (0.4s)\n⠼ (≧◡≦) 📖 analyzer.py (0.5s)\n⠴ (≧◡≦) 📖 analyzer.py (0.6s)\n⠦ (≧◡≦) 📖 analyzer.py (0.7s)\n⠧ (≧◡≦) 📖 analyzer.py (0.8s)\n⠇ (≧◡≦) 📖 analyzer.py (1.0s)\n⠏ (≧◡≦) 📖 analyzer.py (1.1s)\n⠋ (≧◡≦) 📖 analyzer.py (1.2s)\n⠙ (≧◡≦) 📖 analyzer.py (1.
2026-03-17T14:52:40.986141+00:00,sandbox_bash_atomic_swap,sandbox,Produce a working Bash deploy script that performs atomic symlink swap after health check.,False,True,http://127.0.0.1:18343/v1,0,32790.952,4716,0,20260317_105209_04e46c,True,False,True,False,True,1,"[""deploy.sh""]",3,"[""summary"", ""files_changed"", ""validation""]",,⠋ (≧◡≦) 🔎 .* (0.0s)\n⠙ (≧◡≦) 🔎 .* (0.1s)\n⠹ (≧◡≦) 🔎 .* (0.2s)\n⠸ (≧◡≦) 🔎 .* (0.4s)\n⠼ (≧◡≦) 🔎 .* (0.5s)\n⠴ (≧◡≦) 🔎 .* (0.6s)\n⠦ (≧◡≦) 🔎 .* (0.7s)\n⠧ (≧◡≦) 🔎 .* (0.8s)\n⠇ (≧◡≦) 🔎 .* (1.0s)\n⠏ (≧◡≦) 🔎 .* (1.1s)\n⠋ (≧◡≦) 🔎 .* (1.2s)\n⠙ (≧◡≦) 🔎 .* (1.3s)\n⠹ (≧◡≦) 🔎 .* (1.4s)\n⠸ (≧◡≦) 🔎 .* (1.6s)\n⠼ (≧◡≦) 🔎 .* (1.7s)\n⠴ (≧◡≦) 🔎 .* (1.8s)\n⠦ (≧◡≦) 🔎 .* (1.9s)\n⠧ (≧◡≦) 🔎 .* (2.0s)\n⠇ (≧◡≦) 🔎 .* (2.2s)\n⠏ (≧◡≦) 🔎 .* (2.3s)\n⠋ (≧◡≦) 🔎 .* (2.4s)\n┊ 🔎 find      .*  2.4s\n┊ 📖 read      deploy.sh  2.4s\n⠋ ヾ(＾∇＾) 📖 test_deploy.sh (
