timestamp_utc,task_id,family,description,repeat_index,http_status,success,max_tokens,prompt_chars,context_file_count,prompt_tokens,completion_tokens,total_tokens,finish_reason,elapsed_ms,prompt_ms,predicted_ms,predicted_per_second,reasoning_content_length,content_length,reasoning_preview,content_preview,error_message
2026-03-08T05:06:49.870159+00:00,java_idempotency_payment_callback,java,Payment callback handler applies duplicate provider events more than once.,1,200,True,1050,3025,5,648,1050,1698,length,28006.355,333.618,24538.973,42.78907678817691,3967,688,"Looking at this code, I need to identify the highest-risk business correctness bug. The scenario states ""Payment callback handler applies duplicate provider events more than once.""\n\nLet me analyze the code:\n\n1. `PaymentCallbackService.onCallback()` receives a payment callback\n2. It retrieves a payment by order ID\n3. It marks the payment as paid\n4. It saves the payment\n5. It inserts into the outbox","# Code Review: Payment Callback Idempotency Bug\n\n## Root Cause\n\nThe `PaymentCallbackService.onCallback()` method has no idempotency check. If a payment provider sends the same webhook twice (common due to network retries), the handler will:\n1. Re-mark the payment as paid\n2. Create a duplicate outbox entry\n3. Potentially trigger duplicate downstream events\n\n## Smallest Safe Fix\n\n### File 1: `src/ma",
2026-03-08T05:07:15.836148+00:00,java_outbox_publish_before_commit,java,Domain event is published inline before the database write is durably committed.,1,200,True,1050,2028,3,407,1050,1457,length,25964.423,181.352,24537.584,42.79149895115999,4552,0,"The user wants me to review a Java code snippet and identify a consistency bug related to publishing domain events before database commits.\n\n**Analysis of the provided code:**\n\n1.  **`InvoiceService.java`**:\n    *   Method `approve(long invoiceId, String approver)`:\n        1.  Fetches the invoice from the repository.\n        2.  Calls `invoice.approve(...)`.\n        3.  **Calls `domainEventPublis",,
2026-03-08T05:07:39.433257+00:00,java_cache_stale_after_write,java,Profile update writes to DB but leaves the cache stale on the read path.,1,200,True,950,2268,3,462,950,1412,length,23595.766,199.646,22198.461,42.795759579909614,3852,0,"The user wants me to review a Java code snippet for a caching bug where the cache becomes stale after a write operation.\n\n**Analysis of the Code:**\n\n1.  **`ProfileService.java`**:\n    *   `get(long profileId)`: Implements a ""cache-aside"" pattern. Checks cache first, if miss, fetches from DB, caches the result, returns it.\n    *   `updateDisplayName(long profileId, String displayName)`: Fetches pro",,
2026-03-08T05:08:01.321078+00:00,java_csv_import_partial_batch,java,CSV batch import persists rows incrementally before the full batch is validated.,1,200,True,1100,1981,3,409,878,1287,stop,21886.527,180.739,20518.663,42.79031240973156,1962,1876,"The task is to find the highest-risk data consistency bug in a CSV batch import scenario where rows are persisted incrementally before full batch validation.\n\nLooking at the code:\n\n1. `UserImportService.importCsv()` parses the CSV and then iterates through rows\n2. For each row, it validates the email (null/blank check)\n3. Then immediately calls `userRepository.insert()` for that row\n\n**The Bug:**\n","## Highest-Risk Bug: Partial Batch Persistence\n\n**Location:** `src/main/java/com/example/importer/UserImportService.java`, lines 16-20\n\n**Root Cause:** Rows are persisted **immediately during iteration** before the entire batch is validated. If validation fails on row N, rows 1 through N-1 are already committed to the database with no rollback.\n\n```java\nfor (UserRow row : rows) {\n    if (row.getEm",
2026-03-08T05:08:27.288466+00:00,java_retry_duplicate_side_effect,java,Retry wrapper around a remote call duplicates the user-visible side effect.,1,200,True,1050,2081,4,429,1050,1479,length,25964.83,182.553,24535.239,42.795588826340754,3480,917,The user is asking me to review a code flow and identify a bug related to retry logic that could cause duplicate side effects. Let me analyze the code:\n\n1. `InvoiceNotificationService.send()` wraps a lambda in `retryExecutor.run()`\n2. The lambda performs TWO side effects:\n   - `invoiceGateway.markSent(invoiceId)` - marks invoice as sent\n   - `emailGateway.sendInvoice(invoiceId)` - sends an email\n\n,"# Code Review: Retry Duplicate Side Effect Bug\n\n## Highest-Risk Bug\n\n**File:** `src/main/java/com/example/invoice/InvoiceNotificationService.java`\n\nThe `send()` method wraps **both side effects** in the retry block:\n1. `invoiceGateway.markSent(invoiceId)` - database state change\n2. `emailGateway.sendInvoice(invoiceId)` - **user-visible communication**\n\nIf `retryExecutor.run()` retries the lambda, ",
2026-03-08T05:08:55.318569+00:00,java_permission_scope_trust_bug,java,Service trusts orgId from request payload instead of the authenticated operator context.,1,200,True,1000,1904,3,405,1000,1405,length,28028.276,189.59,23380.084,42.77144598796138,4169,0,"The user wants me to identify a security bug in the provided Java code snippet and provide a fix.\n\n**Analysis of the Code:**\n\n1.  **`ReportController.java`**:\n    *   Method: `generate(UserSession session, GenerateReportRequest request)`\n    *   Logic: It calls `reportService.generate(request.getOrgId(), session.getUserId(), request.getRange())`.\n    *   Issue: It passes `request.getOrgId()` as th",,
2026-03-08T05:09:31.775337+00:00,script_python_csv_reconcile,script,Write a Python reconciliation script for two daily business CSV exports with duplicate and blank-row edge cases.,1,200,True,1300,1722,3,594,1300,1894,length,36454.462,346.089,30397.435,42.76676634064683,1281,3719,"The user wants me to write a Python reconciliation script for two CSV files with specific requirements:\n\n1. Match by merchant_order_id first, then provider_txn_id as fallback\n2. Flag duplicates, missing rows, stale refunds, and amount mismatches\n3. Emit one machine-readable CSV and one human-readable summary\n4. Handle edge cases: BOM headers, duplicate header rows, blank lines\n\nLet me analyze the ","# Python CSV Reconciliation Script\n\n## Script: `scripts/reconcile_csv.py`\n\n```python\n#!/usr/bin/env python3\n""""""\nReconcile two daily business CSV exports with duplicate/blank-row edge case handling.\n\nMatching Strategy:\n  1. Primary: merchant_order_id\n  2. Fallback: provider_txn_id (if merchant_order_id missing/empty)\n\nOutput Files:\n  1. reconciliation_results.csv - Machine-readable row-by-row compa",
2026-03-08T05:10:00.193216+00:00,script_bash_log_triage,script,Write a shell script to summarize recurring production errors from mixed application logs.,1,200,True,1150,1627,2,469,1150,1619,length,28415.277,204.962,26878.436,42.785227533328204,3681,227,"The user wants a production-safe Bash script to summarize recurring error signatures from application logs. Let me analyze the requirements:\n\n1. Group similar errors into one signature by stripping:\n   - IDs (orderId, providerTxnId)\n   - Emails\n   - Timestamps\n   - Transaction values\n\n2. Print top signatures sorted by count descending\n\n3. Accept both *.log and *.log.gz files\n\n4. Ignore INFO/WARN h",# Log Triage Script\n\nHere's a production-safe Bash script that meets all requirements:\n\n```bash\n#!/usr/bin/env bash\n# script_bash_log_triage.sh\n# Summarize top recurring error signatures from application logs\n\nset -euo pipefail,
2026-03-08T05:10:33.124244+00:00,script_python_jsonl_replay_analyzer,script,Write a small Python analyzer for replay JSONL files with malformed-line tolerance.,1,200,True,1300,2243,3,516,1300,1816,length,32928.004,213.509,30385.584,42.783446255303176,4095,1338,"The user wants me to write a small Python script to analyze replay JSONL files. Let me understand the requirements:\n\n1. **Input**: JSONL files with replay data (like `samples/replay.jsonl`)\n2. **Key requirements**:\n   - Handle multi-GB files (streaming, not loading all into memory)\n   - Skip malformed lines but count them\n   - Output per-session summary (turn counts, invalid-output counts)\n   - Ou","# Python Replay JSONL Analyzer\n\nHere's a minimal, production-safe script that meets all requirements:\n\n```python\n#!/usr/bin/env python3\n""""""\nReplay JSONL Analyzer\n\nAnalyzes replay JSONL files to compute per-session turn counts,\ninvalid-output counts, and malformed-line statistics.\n\nUsage:\n    python replay_analyzer.py <input.jsonl>\n    cat replay.jsonl | python replay_analyzer.py\n""""""\n\nimport json\ni",
2026-03-08T05:11:03.773480+00:00,script_bash_atomic_deploy,script,Write a deploy script that performs atomic release swap with health check and rollback.,1,200,True,1250,1279,2,290,1250,1540,length,30647.556,131.806,29214.302,42.787262211501755,1156,3817,"The user wants me to write a Bash deployment script for atomic release swap with health check and rollback. This is a production task, so I need to make it:\n\n1. Safe and reviewable\n2. Follow the constraints from the project snapshot\n3. Use `set -euo pipefail` for safety\n4. Handle rollback on failure\n5. Keep logs\n6. Clear messaging\n\nLet me write a production-ready deployment script that follows all","# Atomic Deploy Script\n\n## New File: `deploy/atomic_deploy.sh`\n\n```bash\n#!/usr/bin/env bash\nset -euo pipefail\n\n# =============================================================================\n# Atomic Release Deploy Script\n# Usage: ./atomic_deploy.sh <new_release_path>\n# =============================================================================\n\n# Configuration\nreadonly APP_ROOT=""/srv/myapp""\nrea",
2026-03-08T05:11:49.040271+00:00,ts_reconnect_circuit_breaker,ts,Reconnect handling risks bypassing the circuit breaker that protects the runtime loop.,1,200,True,1250,84625,5,20965,1250,22215,length,45261.476,8978.596,31186.055,40.082017427340524,0,5774,,"Let me analyze this code to identify the reconnect safety bug that risks bypassing the circuit breaker.\n\nLooking at the code in `GameRuntimeServer.ts`, I can see:\n\n1. There's a circuit breaker mechanism in `handleDisconnect()`:\n   - It tracks `reconnectAttempts`\n   - If `reconnectAttempts > runtimeConfig.maxReconnectAttempts`, it sets phase to ""error"" and emits a circuit breaker message\n   - Other",
2026-03-08T05:12:31.092162+00:00,ts_build_atomic_write_guard,ts,Builder flow must preserve atomic writes and schema-first validation under partial failure.,1,200,True,1250,58201,5,14462,1250,15712,length,42043.607,6036.559,30532.795,40.939586434848174,0,6129,,"The task is to identify the highest-risk build-flow consistency bug related to atomic writes and schema-first validation under partial failure, and propose the smallest safe fix.\n\nLet me analyze the code:\n\n1. **ContentStore.applyOperations()** in `contentStore.ts`:\n   - It processes operations and then writes to disk atomically using `writeJsonAtomic()`\n   - The atomic write function writes to a `",
